CMIP6 name,RCMIP name,RCMIP category,longname,unit,warnings,variables of OSCAR used for calculation,OSCAR-CDRMIP,OSCAR-ZECMIP,OSCAR-LUMIP,OSCAR-RCMIP,OSCAR-CMIP6
,Emissions|CH4|MAGICC Fossil and Industrial,Emissions,"methane emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",Mt CH4/yr,,[],0,0,0,0,0
,Emissions|CH4|Other,Emissions,methane emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),Mt CH4/yr,"CH4 emissions from anthropogenic biomass burning. Natural biomass burning of CH4 is in the category ""Net Land to Atmosphere Flux|CH4|Earth System Feedbacks|Other|Natural Biomass Burning"".",['D_Ebb_ant'],0,0,0,1,0
,Emissions|CO,Emissions,total carbon monoxide emissions,Mt CO/yr,"Sum of CO emissions from AFOLU, FFI, anthropogenic AND natural biomass burning.","['E_CO','D_Ebb']",0,0,0,1,0
,Emissions|CO|MAGICC AFOLU,Emissions,"carbon monoxide emissions from agriculture, forestry and other land use (IPCC category 3), excluding any fossil-fuel based emissions in the Agricultural sector (hence not identical to WG3 AFOLU)",Mt CO/yr,,[],0,0,0,0,0
,Emissions|CO|MAGICC Fossil and Industrial,Emissions,"carbon monoxide emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",Mt CO/yr,,[],0,0,0,0,0
,Emissions|CO|Other,Emissions,carbon monoxide emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),Mt CO/yr,CO emissions from anthropogenic AND natural biomass burning.,"['E_CO','D_Ebb']",0,0,0,1,0
,Emissions|CO2,Emissions,total carbon dioxide emissions,Mt CO2/yr,"Only anthropogenic emissions here, no permafrost. CO2 emissions from LUC used here are those calculated by OSCAR.","['Eff','D_NBP_bk']",0,0,0,1,0
,Emissions|CO2|MAGICC AFOLU,Emissions,"carbon dioxide emissions from agriculture, forestry and other land use (IPCC category 3), excluding any fossil-fuel based emissions in the Agricultural sector (hence not identical to WG3 AFOLU)",Mt CO2/yr,"Emissions calculated by OSCAR, not MAGICC, using its book-keeping module.",['D_NBP_bk'],0,0,0,1,0
,Emissions|CO2|MAGICC Fossil and Industrial,Emissions,"carbon dioxide emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",Mt CO2/yr,,['Eff'],0,0,0,1,0
,Emissions|CO2|Other,Emissions,carbon dioxide emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),Mt CO2/yr,,[],0,0,0,0,0
,Emissions|F-Gases,Emissions,"total F-gas emissions, including sulfur hexafluoride (SF6), nitrogen trifluoride (NF3), sulfuryl fluoride (SO2F2), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs) ",Mt CO2/yr,,[],0,0,0,0,0
,Emissions|F-Gases|HFC,Emissions,"equivalent species total emissions of hydrofluorocarbons (HFCs and HCFCs), provided as aggregate CO2-equivalents",Mt CO2/yr,,[],0,0,0,0,0
,Emissions|F-Gases|HFC|HFC125,Emissions,total emissions of HFC125,kt HFC125/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC134a,Emissions,total emissions of HFC134a,kt HFC134a/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC143a,Emissions,total emissions of HFC143a,kt HFC143a/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC152a,Emissions,total emissions of HFC152a,kt HFC152a/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC227ea,Emissions,total emissions of HFC227ea,kt HFC227ea/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC23,Emissions,total emissions of HFC23,kt HFC23/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC236fa,Emissions,total emissions of HFC236fa,kt HFC236fa/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC245fa,Emissions,total emissions of HFC245fa,kt HFC245fa/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC32,Emissions,total emissions of HFC32,kt HFC32/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC365mfc,Emissions,total emissions of HFC365mfc,kt HFC365mfc/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|HFC|HFC4310mee,Emissions,total emissions of HFC43-10mee,kt HFC4310mee/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|NF3,Emissions,total emissions of nitrogen trifluoride (NF3),kt NF3/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|PFC,Emissions,"equivalent species total emissions of perfluorocarbons (PFCs, as defined by Table 8.A.1 of AR5), provided as aggregate CF4-equivalents",kt CF4/yr,,[],0,0,0,0,0
,Emissions|F-Gases|PFC|C2F6,Emissions,total emissions of C2F6,kt C2F6/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|PFC|C3F8,Emissions,total emissions of C3F8,kt C3F8/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|PFC|C4F10,Emissions,total emissions of C4F10,kt C4F10/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|PFC|C5F12,Emissions,total emissions of C4F10,kt C5F12/yr,OSCAR represents C5F12.,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|PFC|C6F14,Emissions,total emissions of C6F14,kt C6F14/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|PFC|C7F16,Emissions,total emissions of C7F16,kt C7F16/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|PFC|C8F18,Emissions,total emissions of C8F18,kt C8F18/yr,,[],0,0,0,0,0
,Emissions|F-Gases|PFC|cC4F8,Emissions,total emissions of c-C4F8,kt cC4F8/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|PFC|CF4,Emissions,total emissions of CF4,kt CF4/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|SF6,Emissions,total emissions of sulfur hexafluoride (SF6),kt SF6/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|F-Gases|SO2F2,Emissions,total emissions of sulfuryl fluoride (SO2F2),kt SO2F2/yr,,[],0,0,0,0,0
,Emissions|Montreal Gases,Emissions,"equivalent species total Montreal gas emissions, provided as CFC-11 equivalents",Mt CO2/yr,,[],0,0,0,0,0
,Emissions|Montreal Gases|CCl4,Emissions,total emissions of CCl4,kt CCl4/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CFC,Emissions,"equivalent species total CFC emissions, provided as CFC-11 equivalents",Mt CO2/yr,,[],0,0,0,0,0
,Emissions|Montreal Gases|CFC|CFC11,Emissions,total emissions of CFC11,kt CFC11/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CFC|CFC113,Emissions,total emissions of CFC113,kt CFC113/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CFC|CFC114,Emissions,total emissions of CFC114,kt CFC114/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CFC|CFC115,Emissions,total emissions of CFC115,kt CFC115/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CFC|CFC12,Emissions,total emissions of CFC12,kt CFC12/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CH2Cl2,Emissions,total emissions of CH2Cl2,kt CH2Cl2/yr,,[],0,0,0,0,0
,Emissions|Montreal Gases|CH3Br,Emissions,total emissions of CH3Br,kt CH3Br/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CH3CCl3,Emissions,total emissions of CH3CCl3,kt CH3CCl3/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CH3Cl,Emissions,total emissions of CH3Cl,kt CH3Cl/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|CHCl3,Emissions,total emissions of CHCl3,kt CHCl3/yr,,[],0,0,0,0,0
,Emissions|Montreal Gases|Halon1202,Emissions,total emissions of Halon-1202,kt Halon1202/yr,Not in inputs/outputs,[],0,0,0,0,0
,Emissions|Montreal Gases|Halon1211,Emissions,total emissions of Halon-1211,kt Halon1211/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|Halon1301,Emissions,total emissions of Halon-1301,kt Halon1301/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|Halon2402,Emissions,total emissions of Halon-2402,kt Halon2402/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|HCFC141b,Emissions,total emissions of HCFC141b,kt HCFC141b/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|HCFC142b,Emissions,total emissions of HCFC22,kt HCFC142b/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|Montreal Gases|HCFC22,Emissions,total emissions of HCFC22,kt HCFC22/yr,,['E_Xhalo'],0,0,0,1,0
,Emissions|N2O,Emissions,total nitrogen emissions,kt N2O/yr,"Sum of N2O emissions from AFOLU, FFI, anthropogenic AND natural biomass burning.","['E_N2O','D_Ebb']",0,0,0,1,0
,Emissions|N2O|MAGICC AFOLU,Emissions,"nitrogen emissions from agriculture, forestry and other land use (IPCC category 3), excluding any fossil-fuel based emissions in the Agricultural sector (hence not identical to WG3 AFOLU)",kt N2O/yr,,[],0,0,0,0,0
,Emissions|N2O|MAGICC Fossil and Industrial,Emissions,"nitrogen emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",kt N2O/yr,,[],0,0,0,0,0
,Emissions|N2O|Other,Emissions,nitrogen emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),kt N2O/yr,N2O emissions from anthropogenic AND natural biomass burning.,['D_Ebb'],0,0,0,1,0
,Emissions|NH3,Emissions,total ammonia emissions,Mt NH3/yr,"Sum of NH3 emissions from AFOLU, FFI, anthropogenic AND natural biomass burning.","['E_NH3','D_Ebb']",0,0,0,1,0
,Emissions|NH3|MAGICC AFOLU,Emissions,"ammonia emissions from agriculture, forestry and other land use (IPCC category 3), excluding any fossil-fuel based emissions in the Agricultural sector (hence not identical to WG3 AFOLU)",Mt NH3/yr,,[],0,0,0,0,0
,Emissions|NH3|MAGICC Fossil and Industrial,Emissions,"ammonia emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",Mt NH3/yr,,[],0,0,0,0,0
,Emissions|NH3|Other,Emissions,ammonia emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),Mt NH3/yr,NH3 emissions from anthropogenic AND natural biomass burning.,['D_Ebb'],0,0,0,1,0
,Emissions|NOx,Emissions,total nitrous oxide emissions,Mt NOx/yr,"Sum of NOx emissions from AFOLU, FFI, anthropogenic AND natural biomass burning.","['E_NOX','D_Ebb']",0,0,0,1,0
,Emissions|NOx|MAGICC AFOLU,Emissions,"nitrous oxide emissions from agriculture, forestry and other land use (IPCC category 3), excluding any fossil-fuel based emissions in the Agricultural sector (hence not identical to WG3 AFOLU)",Mt NOx/yr,,[],0,0,0,0,0
,Emissions|NOx|MAGICC Fossil and Industrial,Emissions,"nitrous oxide emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",Mt NOx/yr,,[],0,0,0,0,0
,Emissions|NOx|Other,Emissions,nitrous oxide emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),Mt NOx/yr,NOx emissions from anthropogenic AND natural biomass burning.,['D_Ebb'],0,0,0,1,0
,Emissions|OC,Emissions,total organic carbon emissions,Mt OC/yr,"Sum of OC emissions from AFOLU, FFI, anthropogenic AND natural biomass burning.","['E_OC','D_Ebb']",0,0,0,1,0
,Emissions|OC|MAGICC AFOLU,Emissions,"organic carbon emissions from agriculture, forestry and other land use (IPCC category 3), excluding any fossil-fuel based emissions in the Agricultural sector (hence not identical to WG3 AFOLU)",Mt OC/yr,,[],0,0,0,0,0
,Emissions|OC|MAGICC Fossil and Industrial,Emissions,"organic carbon emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",Mt OC/yr,,[],0,0,0,0,0
,Emissions|OC|Other,Emissions,organic carbon emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),Mt OC/yr,OC emissions from anthropogenic AND natural biomass burning.,['D_Ebb'],0,0,0,1,0
,Emissions|Sulfur,Emissions,total sulfur (as a precursor for sulfates) emissions,Mt SO2/yr,"Sum of SO2 emissions from AFOLU, FFI, anthropogenic AND natural biomass burning.","['E_SO2','D_Ebb']",0,0,0,1,0
,Emissions|Sulfur|MAGICC AFOLU,Emissions,"sulfur (as a precursor for sulfates) emissions from agriculture, forestry and other land use (IPCC category 3), excluding any fossil-fuel based emissions in the Agricultural sector (hence not identical to WG3 AFOLU)",Mt SO2/yr,,[],0,0,0,0,0
,Emissions|Sulfur|MAGICC Fossil and Industrial,Emissions,"sulfur (as a precursor for sulfates) emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",Mt SO2/yr,,[],0,0,0,0,0
,Emissions|Sulfur|Other,Emissions,sulfur (as a precursor for sulfates) emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),Mt SO2/yr,SO2 emissions from anthropogenic AND natural biomass burning.,['D_Ebb'],0,0,0,1,0
,Emissions|VOC,Emissions,total (non-methane) volatile organic compounds emissions,Mt VOC/yr,"Sum of VOC emissions from AFOLU, FFI, anthropogenic AND natural biomass burning.","['E_VOC','D_Ebb']",0,0,0,1,0
,Emissions|VOC|MAGICC AFOLU,Emissions,"(non-methane) volatile organic compounds emissions from agriculture, forestry and other land use (IPCC category 3), excluding any fossil-fuel based emissions in the Agricultural sector (hence not identical to WG3 AFOLU)",Mt VOC/yr,,[],0,0,0,0,0
,Emissions|VOC|MAGICC Fossil and Industrial,Emissions,"(non-methane) volatile organic compounds emissions from energy use on supply and demand side (IPCC category 1A, 1B), industrial processes (IPCC category 2), waste (IPCC category 4) and other (IPCC category 5)",Mt VOC/yr,,[],0,0,0,0,0
,Emissions|VOC|Other,Emissions,(non-methane) volatile organic compounds emissions from other sources (please provide a definition of other sources in this category in the 'comments' tab),Mt VOC/yr,VOC emissions from anthropogenic AND natural biomass burning.,['D_Ebb'],0,0,0,1,0
,Atmospheric Lifetime|CH4,Methane Cycle,total atmospheric lifetime of methane,yr,,['tau_CH4'],0,0,0,1,0
,Atmospheric Lifetime|N2O,Nitrogen Cycle,total atmospheric lifetime of nitrogen,yr,,['tau_N2O'],0,0,0,1,0
,Radiative Forcing,Radiative Forcing,radiative forcing from all anthropogenic and natural sources (after stratospheric temperature adjustments and rapid adjustments) ,W/m^2,,['RF'],0,0,0,1,0
,Radiative Forcing|Anthropogenic,Radiative Forcing,radiative forcing from all anthropogenic sources (after stratospheric temperature adjustments and rapid adjustments) ,W/m^2,,"['RF_wmghg','RF_slcf','RF_BCsnow','RF_lcc','RF_contr']",0,0,0,1,0
,Radiative Forcing|Anthropogenic|Aerosols,Radiative Forcing,radiative forcing from aerosols (after stratospheric temperature adjustments and rapid adjustments) ,W/m^2,,['RF_AERtot'],0,0,0,1,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-cloud Interactions,Radiative Forcing,radiative forcing from indirect effects of aerosols on clouds (after stratospheric temperature adjustments and rapid adjustments) ,W/m^2,,['RF_cloud'],0,0,0,1,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions,Radiative Forcing,"radiative forcing from aerosol-radiative effects (after stratospheric temperature adjustments and rapid adjustments), note that the breakdown of this variable can come in multiple different forms",W/m^2,,"['RF_scatter','RF_absorb']",0,0,0,1,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions|BC and OC|BC,Radiative Forcing,radiative forcing from aerosol-radiative effects from black carbon emissions (after stratospheric temperature adjustments and rapid adjustments),W/m^2,,['RF_BC'],0,0,0,1,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions|BC and OC|BC|Biomass Burning,Radiative Forcing,radiative forcing from aerosol-radiative effects from black carbon biomass burning emissions (after stratospheric temperature adjustments and rapid adjustments),W/m^2,,['D_Ebb'],0,0,0,0,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions|BC and OC|BC|Fossil and Industrial,Radiative Forcing,radiative forcing from aerosol-radiative effects from black carbon fossil and industrial emissions (after stratospheric temperature adjustments and rapid adjustments),W/m^2,,['E_BC'],0,0,0,0,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions|BC and OC|BC|Other,Radiative Forcing,"radiative forcing from aerosol-radiative effects from black carbon emissions (after stratospheric temperature adjustments and rapid adjustments), other contributions to the ERF. Please specify in the comments.",W/m^2,Effect of temperature on tropospheric burden of primary organic aerosols / OC,['D_Tg'],0,0,0,0,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions|BC and OC|OC,Radiative Forcing,radiative forcing from aerosol-radiative effects from organic carbon emissions (after stratospheric temperature adjustments and rapid adjustments),W/m^2,,['RF_POA'],0,0,0,1,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions|BC and OC|OC|Biomass Burning,Radiative Forcing,radiative forcing from aerosol-radiative effects from organic carbon biomass burning emissions (after stratospheric temperature adjustments and rapid adjustments),W/m^2,,['D_Ebb'],0,0,0,0,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions|BC and OC|OC|Fossil and Industrial,Radiative Forcing,radiative forcing from aerosol-radiative effects from organic carbon fossil and industrial emissions (after stratospheric temperature adjustments and rapid adjustments),W/m^2,,['E_OC'],0,0,0,0,0
,Radiative Forcing|Anthropogenic|Aerosols|Aerosols-radiation Interactions|BC and OC|OC|Other,Radiative Forcing,"radiative forcing from aerosol-radiative effects from organic carbon emissions (after stratospheric temperature adjustments and rapid adjustments), other contributions to the ERF. Please specify in the comments.",W/m^2,Effect of temperature on tropospheric burden of primary organic aerosols / OC,['D_Tg'],0,0,0,0,0
